10
1.034296824940853237e-04 9.574667362080417111e-05 6.212628664568167248e-05
6.608202678948287218e-05 1.089115215170268576e-04 2.434787503495764203e-05
6.021558084017056945e-05 1.039595420636271240e-04 1.465799412713800741e-04
1.144930258310183983e-04 9.188385660962854087e-05 2.435074693671833356e-05
7.925142877885553785e-05 9.988618492226026971e-05 1.070583788155693303e-04
9.831064072989723838e-05 9.791721136256047436e-05 1.141694378053411177e-04
1.037087299063989298e-04 9.814289359702066222e-05 1.117457410967958914e-04
1.016607677806653922e-04 1.381461452935705929e-04 1.570194636890368152e-04
1.055295574369476065e-04 9.579257322393468894e-05 1.078208007488662835e-04
7.178581609265174024e-05 1.101496113404279795e-04 1.383362617500668234e-04
