1000
1.034296824940853237e-04 9.574667362080417111e-05 6.212628664568167248e-05
6.608202678948287218e-05 1.089115215170268576e-04 2.434787503495764203e-05
6.021558084017056945e-05 1.039595420636271240e-04 1.465799412713800741e-04
1.144930258310183983e-04 9.188385660962854087e-05 2.435074693671833356e-05
7.925142877885553785e-05 9.988618492226026971e-05 1.070583788155693303e-04
9.831064072989723838e-05 9.791721136256047436e-05 1.141694378053411177e-04
1.037087299063989298e-04 9.814289359702066222e-05 1.117457410967958914e-04
1.016607677806653922e-04 1.381461452935705929e-04 1.570194636890368152e-04
1.055295574369476065e-04 9.579257322393468894e-05 1.078208007488662835e-04
7.178581609265174024e-05 1.101496113404279795e-04 1.383362617500668234e-04
9.735186526288819114e-05 8.049865467064355685e-05 1.083675948345850588e-04
9.787402955233511219e-05 9.381290562035717745e-05 1.142036596868946737e-04
1.002063538144387346e-04 1.453719105710417868e-04 1.601173724658449084e-04
9.900356852919137683e-05 8.794496001759011944e-05 1.108784544044093550e-04
1.059194935950696025e-04 4.602481059327153334e-05 1.939185344530206130e-04
9.846169395062816709e-05 9.625463754322851370e-05 1.123801282260192985e-04
1.431630184288797309e-04 5.594159189338834511e-05 1.029179453222457658e-04
1.012084166155922417e-04 1.015949792479717631e-04 1.162308081702924644e-04
9.423162667838691747e-05 1.473296898310572111e-04 8.334343545589405872e-05
1.059642965225593046e-04 9.566360498908063777e-05 1.690830425040462561e-04
5.033250009724347484e-05 1.678672795031321569e-04 1.451332181277887072e-04
5.848354448112502452e-05 9.640945910502780316e-05 1.405193914720387057e-04
6.899936957482879672e-05 1.318655279600723608e-04 1.235171511834254690e-04
1.042288358742633113e-04 1.310971685062744944e-04 1.465346185903559440e-04
1.506557941669798726e-04 4.095703170341440379e-05 1.009471354246626213e-04
6.453005011112500073e-05 1.102095101899482462e-04 1.435007889779921426e-04
8.931561455390301394e-05 9.855740484047063432e-05 1.104030241212236883e-04
8.668919770117666063e-05 5.545401951527883247e-05 9.248463421101164688e-05
1.012505519645597599e-04 8.686266953857065242e-06 1.246892910920988963e-04
1.058205296104998373e-04 7.228363429602714587e-05 1.554472617297493009e-04
9.816370157278333630e-05 9.730283061384980647e-05 1.133285039127422997e-04
5.042655012274395015e-05 1.134283734304856295e-04 1.631478684932501512e-04
1.447465072595805445e-04 1.652040230492081711e-04 1.478451377721305823e-04
1.000032694217201069e-04 1.021690441920602391e-04 1.098892624888905996e-04
1.061686295026999710e-04 9.774240139236460480e-05 1.176903737953579812e-04
1.186754378496868167e-04 8.796537045867162171e-05 2.283890107191909613e-05
3.451736454948324003e-05 8.961736664930135298e-05 1.555911447784403569e-04
8.797138354047554485e-05 6.275584334020899168e-05 1.908029830040784258e-04
8.960821518658560489e-05 1.004147274066630521e-04 5.954718178286379053e-05
9.867174319114586304e-05 1.615540419679911807e-04 1.675856013620244020e-04
1.020780670258573925e-04 9.661934565103434268e-05 1.099973503858399007e-04
1.019127975536014317e-04 9.613541499886045830e-05 8.544969905681798082e-05
1.023558282224406538e-04 9.471589721635102299e-05 1.133791601028830587e-04
1.006412524836877665e-04 9.606693672969681904e-05 1.136614610797932507e-04
7.592488752927125425e-05 1.624848999133932461e-04 1.253108418007867154e-04
1.154504282220919151e-04 1.184886015000205219e-04 3.412855197517277231e-05
7.423871088658899142e-05 1.637827705886217057e-04 1.258721500770096477e-04
1.117025062544432963e-04 1.125110063588037905e-04 7.092853548960363695e-05
3.628237967675274089e-05 5.228351887646868150e-05 1.012597319716716028e-04
1.481591034886019947e-04 8.809005696010905229e-05 1.584227465877082093e-04
1.426797691075738729e-04 9.665812664770426828e-05 1.462197197091079609e-04
1.022354463457588012e-04 9.665205807726738314e-05 1.070746904437059097e-04
1.221357735682684919e-04 1.640904389412842354e-04 7.490788706549235637e-05
9.876704397224556130e-05 9.943318818542120675e-05 1.161202181079780144e-04
1.119914288175668425e-04 1.127615161777045560e-04 7.118997277871787438e-05
1.231729789827384414e-04 1.541849943212378945e-04 1.400639910330642916e-04
7.590373680053347596e-05 9.558642491967509164e-05 2.071851800727763813e-04
